NAME,LATITUDE,LONGITUDE,AMOUNT
JOHN WOOD COMMUNITY COLLEGE,39.91490678,-91.33588005,0
JOHNNY MATTHEW'S HAIRDRESSING TRAINING SCHOOL,44.941826,-123.0383123,0
JOHNS HOPKINS UNIVERSITY,39.32980761,-76.62072273,0
JOHNSON & WALES UNIVERSITY-CHARLOTTE,35.23405835,-80.85204214,0
JOHNSON & WALES UNIVERSITY-DENVER,39.74597014,-104.906187,0
JOHNSON & WALES UNIVERSITY-NORTH MIAMI,25.89433654,-80.16479659,0
JOHNSON & WALES UNIVERSITY-ONLINE,41.824999,-71.424476,0
JOHNSON & WALES UNIVERSITY-PROVIDENCE,41.82206938,-71.41069642,0
JOHNSON C SMITH UNIVERSITY,35.24303259,-80.8572512,0
JOHNSON COLLEGE,41.44977816,-75.64101813,0
JOHNSON COUNTY COMMUNITY COLLEGE,38.92306106,-94.73082815,0
JOHNSON STATE COLLEGE,44.64173626,-72.67115429,0
JOHNSON UNIVERSITY,35.93715181,-83.75033558,0
JOHNSON UNIVERSITY FLORIDA,28.30186238,-81.36322287,0
JOHNSTON COMMUNITY COLLEGE,35.50141774,-78.33229345,0
JOLIE HAIR AND BEAUTY ACADEMY-HAZLETON,40.97510179,-75.97729969,0
JOLIE HAIR AND BEAUTY ACADEMY-LUDLOW,42.15781991,-72.48056413,0
JOLIE HAIR AND BEAUTY ACADEMY-NORTHFIELD,39.38342356,-74.55539031,0
JOLIE HAIR AND BEAUTY ACADEMY-WILKES-BARRE,41.2433578,-75.87378036,0
JOLIE HEALTH & BEAUTY ACADEMY-CHERRY HILL,39.88022055,-75.00528053,0
JOLIE HEALTH AND BEAUTY ACADEMY-TURNERSVILLE,39.75379218,-75.04462718,0
JOLIET JUNIOR COLLEGE,41.5005352,-88.18098476,0
JONES COLLEGE-JACKSONVILLE,30.32800185,-81.61006799,0
JONES COUNTY JUNIOR COLLEGE,31.59716161,-89.19969388,0
JOSE MARIA VARGAS UNIVERSITY,26.009656,-80.281548,0
JOSEF'S SCHOOL OF HAIR DESIGN INC-FARGO DOWNTOWN,46.87613636,-96.78920909,0
JOSEF'S SCHOOL OF HAIR DESIGN INC-GRAND FORKS,47.90046894,-97.04428847,0
JOSEF'S WEST ACADEMY,46.85887042,-96.86341381,0
JOSEPH F MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH,40.68404911,-76.18895496,0
JOSEPH'S COLLEGE COSMETOLOGY,40.81314153,-96.64147477,0
JUDSON COLLEGE,32.63068736,-87.31550801,0
JUDSON UNIVERSITY,42.05912546,-88.28936766,0
JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,36.26323309,-81.78530256,0
JUNIATA COLLEGE,40.49949291,-78.01515787,0
JUPITER BEAUTY ACADEMY,42.30625346,-71.05653218,0
JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,46.783173,-100.771025,0
K & G 5 STAR BARBER COLLEGE,29.443105,-95.088354,0
KAIZEN BEAUTY ACADEMY,26.01014,-80.255881,0
KALAMAZOO COLLEGE,42.29061057,-85.59952846,0
KALAMAZOO VALLEY COMMUNITY COLLEGE,42.22594792,-85.68214411,0
KANKAKEE COMMUNITY COLLEGE,41.09817831,-87.85104746,0
KANSAS CHRISTIAN COLLEGE,38.99563388,-94.66638818,0
KANSAS CITY ART INSTITUTE,39.04635322,-94.58359353,0
KANSAS CITY KANSAS COMMUNITY COLLEGE,39.12191119,-94.74806143,0
KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,39.10755273,-94.56137439,0
KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES-JOPLIN,37.05755154,-94.52695938,0
KANSAS STATE UNIVERSITY,39.188616,-96.581077,0
KANSAS WESLEYAN UNIVERSITY,38.81344517,-97.60945159,0
KAPLAN COLLEGE-LUBBOCK,33.58694078,-101.8508841,0
KAPLAN UNIVERSITY-AUGUSTA CAMPUS,44.34091173,-69.7897861,0
KAPLAN UNIVERSITY-CEDAR FALLS CAMPUS,42.47459305,-92.44841943,0
KAPLAN UNIVERSITY-CEDAR RAPIDS CAMPUS,41.94959707,-91.71350702,0
KAPLAN UNIVERSITY-DAVENPORT CAMPUS,41.55502423,-90.5506823,0
KAPLAN UNIVERSITY-DES MOINES CAMPUS,41.64498185,-93.77842298,0
KAPLAN UNIVERSITY-HAGERSTOWN CAMPUS,39.67299313,-77.72248485,0
KAPLAN UNIVERSITY-INDIANAPOLIS,39.91844,-86.109501,0
KAPLAN UNIVERSITY-LINCOLN CAMPUS,40.80891479,-96.69418072,0
KAPLAN UNIVERSITY-MAINE CAMPUS,43.638956,-70.323915,0
KAPLAN UNIVERSITY-MASON CITY CAMPUS,43.149545,-93.238504,0
KAPLAN UNIVERSITY-MILWAUKEE,43.038608,-87.913354,0
KAPLAN UNIVERSITY-OMAHA CAMPUS,41.30951506,-96.0727716,0
KAPLAN UNIVERSITY-ST. LOUIS,38.69070388,-90.44928197,0
KASKASKIA COLLEGE,38.56229191,-89.19172343,0
KC'S SCHOOL OF HAIR DESIGN,34.25556139,-89.01740801,0
KD CONSERVATORY COLLEGE OF FILM AND DRAMATIC ARTS,32.80810358,-96.84068711,0
KEAN UNIVERSITY,40.67942883,-74.23466832,0
KECK GRADUATE INSTITUTE,34.09332885,-117.7235102,0
KEENE BEAUTY ACADEMY,42.94920561,-72.32111338,0
KEENE STATE COLLEGE,42.92599857,-72.28143283,0
KEHILATH YAKOV RABBINICAL SEMINARY,41.22268589,-73.81055942,0
KEISER UNIVERSITY-FT LAUDERDALE,26.18586851,-80.1639592,0
KELLOGG COMMUNITY COLLEGE,42.33563778,-85.17732943,0
KENDALL COLLEGE,41.89875629,-87.64893624,0
KENNEBEC VALLEY COMMUNITY COLLEGE,44.59413918,-69.61156293,0
KENNESAW STATE UNIVERSITY,34.03813476,-84.58311748,0
KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS-COLUMBIA,34.04528231,-81.13296914,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-COLUMBIA,33.96454602,-80.94192072,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-FLORENCE,34.23842475,-79.80945024,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-GOOSE CREEK,33.03555,-80.065381,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-GREENVILLE,34.791107,-82.48456182,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-NORTH AUGUSTA,33.48845333,-81.95050728,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-ROCK HILL,34.97018709,-80.99486376,0
KENNETH SHULER SCHOOL OF COSMETOLOGY-SPARTANBURG,34.92336605,-81.97272661,0
KENNY'S ACADEMY OF BARBERING,39.79644,-86.207551,0
KENRICK GLENNON SEMINARY,38.58460832,-90.32402416,0
KENT STATE UNIVERSITY AT ASHTABULA,41.88885549,-80.83089988,0
KENT STATE UNIVERSITY AT EAST LIVERPOOL,40.61696575,-80.57670154,0
KENT STATE UNIVERSITY AT GEAUGA,41.48372735,-81.14308537,0
KENT STATE UNIVERSITY AT KENT,41.151603,-81.337128,0
KENT STATE UNIVERSITY AT SALEM,40.8640802,-80.83545809,0
KENT STATE UNIVERSITY AT STARK,40.86856778,-81.43731009,0
KENT STATE UNIVERSITY AT TRUMBULL,41.27915252,-80.83736292,0
KENT STATE UNIVERSITY AT TUSCARAWAS,40.46773586,-81.40770671,0
KENTUCKY CHRISTIAN UNIVERSITY,38.33900155,-82.94688262,0
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,38.05720261,-84.72955961,0
KENTUCKY HORSESHOEING SCHOOL,37.87515,-84.341501,0
KENTUCKY MOUNTAIN BIBLE COLLEGE,37.604308,-83.43771,0
KENTUCKY STATE UNIVERSITY,38.20142711,-84.85540201,0
KENTUCKY WESLEYAN COLLEGE,37.74458187,-87.12185652,0
KENYON COLLEGE,40.376828,-82.396215,0
KETTERING COLLEGE,39.69505226,-84.19200607,0
KETTERING UNIVERSITY,43.01349313,-83.71324901,0
KEUKA COLLEGE,42.61525326,-77.09056247,0
KEUNE ACADEMY BY 124,33.96488927,-84.02257469,0
KEWEENAW BAY OJIBWA COMMUNITY COLLEGE,46.78062855,-88.50790943,0
KEY COLLEGE,26.13880499,-80.11412415,0
KEYSTONE COLLEGE,41.558969,-75.777456,0
KEYSTONE TECHNICAL INSTITUTE,40.33656125,-76.83034698,0
KIAMICHI TECHNOLOGY CENTER-ATOKA,34.3953649,-96.15302928,0
KIAMICHI TECHNOLOGY CENTER-DURANT,33.94595722,-96.40614298,0
KIAMICHI TECHNOLOGY CENTER-HUGO,34.00832032,-95.49447418,0
KIAMICHI TECHNOLOGY CENTER-IDABEL,33.92186015,-94.7749933,0
KIAMICHI TECHNOLOGY CENTER-MCALESTER,34.92417283,-95.74599916,0
KIAMICHI TECHNOLOGY CENTER-POTEAU,35.03819996,-94.63399168,0
KIAMICHI TECHNOLOGY CENTER-SPIRO,35.24044379,-94.62877281,0
KIAMICHI TECHNOLOGY CENTER-STIGLER,35.255216,-95.118294,0
KIAMICHI TECHNOLOGY CENTERS-TALIHINA CAMPUS,34.757798,-95.084414,0
KILGORE COLLEGE,32.37824008,-94.87000845,0
KING UNIVERSITY,36.58598914,-82.15650934,0
KING'S COLLEGE-CHARLOTTE,35.21339901,-80.82228287,0
KING'S COLLEGE-WILKES-BARRE,41.24888895,-75.87803193,0
KIRKSVILLE AREA TECHNICAL CENTER,40.18565177,-92.56594951,0
KIRKWOOD COMMUNITY COLLEGE,41.91126782,-91.65117154,0
KIRTLAND COMMUNITY COLLEGE,44.49075307,-84.41338849,0
KISHWAUKEE COLLEGE,41.93823355,-88.88052444,0
KLAMATH COMMUNITY COLLEGE,42.19502778,-121.6988552,0
KNOX BEAUTY COLLEGE,41.28771172,-86.61815838,0
KNOX COLLEGE,40.94182895,-90.37031613,0
KNOX COUNTY CAREER CENTER,40.37588944,-82.47511672,0
KOR BEAUTY ACADEMY,33.63482036,-112.2208382,0
KUTZTOWN UNIVERSITY OF PENNSYLVANIA,40.51332407,-75.78533089,0
KUYPER COLLEGE,43.02195,-85.592657,0
L MAKEUP INSTITUTE,36.16656613,-115.2862666,0
L T INTERNATIONAL BEAUTY SCHOOL,39.96882627,-75.16036833,0
L'ACADEMIE DE CUISINE,39.11821764,-77.19020245,0
L'ECOLE CULINAIRE-KANSAS CITY,39.04097136,-94.59096238,0
L'ECOLE CULINAIRE-MEMPHIS,35.15965276,-89.79756038,0
L'ECOLE CULINAIRE-ST LOUIS,38.63539669,-90.39216079,0
L'ESPRIT ACADEMY,42.3821289,-83.35480735,0
L3 COMMERCIAL TRAINING SOLUTIONS AIRLINE ACADEMY,28.77862079,-81.25164001,0
LA BELLE BEAUTY ACADEMY,25.76961377,-80.31581989,0
LA BELLE BEAUTY SCHOOL,25.86707552,-80.29845603,0
LA JAMES COLLEGE OF HAIRSTYLING AND COSMETOLOGY,43.15375044,-93.20018657,0
LA JAMES INTERNATIONAL COLLEGE-CEDAR FALLS,42.5150406,-92.43447828,0
LA JAMES INTERNATIONAL COLLEGE-DAVENPORT,41.57286052,-90.56819989,0
LA JAMES INTERNATIONAL COLLEGE-EAST MOLINE,41.49031887,-90.44935116,0
LA JAMES INTERNATIONAL COLLEGE-FT DODGE,42.50049935,-94.16385635,0
LA JAMES INTERNATIONAL COLLEGE-IOWA CITY,41.663776,-91.532238,0
LA JAMES INTERNATIONAL COLLEGE-JOHNSTON,41.66101175,-93.73838622,0
LA ROCHE COLLEGE,40.56989759,-80.01329515,0
LA SALLE UNIVERSITY,40.03867306,-75.15192576,0
LA SIERRA UNIVERSITY,33.91368794,-117.501354,0
LA'JAMES INTERNATIONAL COLLEGE,41.44576023,-96.48204166,0
LABARBERIA INSTITUTE OF HAIR,41.5160439,-81.45062126,0
LABETTE COMMUNITY COLLEGE,37.3390615,-95.25536793,0
LABOURE COLLEGE,42.260691,-71.058397,0
LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE,45.94225175,-91.36500168,0
LACKAWANNA COLLEGE,41.41152099,-75.65931908,0
LAFAYETTE COLLEGE,40.69951263,-75.21134228,0
LAGRANGE COLLEGE,33.03920791,-85.04360442,0
LAGUNA COLLEGE OF ART AND DESIGN,33.56144808,-117.7725643,0
LAIRD INSTITUTE OF SPA THERAPY,42.96742605,-71.48069843,0
LAKE AREA TECHNICAL INSTITUTE,44.90178094,-97.09477874,0
LAKE CAREER AND TECHNICAL CENTER,38.005507,-92.732979,0
LAKE ERIE COLLEGE,41.71784092,-81.25181722,0
LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,42.08069937,-80.10596923,0
LAKE FOREST COLLEGE,42.24980152,-87.82895162,0
LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,42.24343241,-87.89320416,0
LAKE LAND COLLEGE,39.41822399,-88.3813463,0
LAKE LANIER SCHOOL OF MASSAGE,34.2964414,-83.81840051,0
LAKE MICHIGAN COLLEGE,42.0972757,-86.39344539,0
LAKE REGION STATE COLLEGE,48.12794832,-98.86903354,0
LAKE SUPERIOR COLLEGE,46.78467119,-92.14525504,0
LAKE SUPERIOR STATE UNIVERSITY,46.49266435,-84.36454822,0
LAKE TAHOE COMMUNITY COLLEGE,38.92737812,-119.9719451,0
LAKE TECHNICAL COLLEGE,28.83344623,-81.69087406,0
LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,47.70507687,-122.167131,0
LAKE-SUMTER STATE COLLEGE,28.83023652,-81.79773085,0
LAKELAND COMMUNITY COLLEGE,41.63846247,-81.36454484,0
LAKELAND UNIVERSITY,43.84126353,-87.88434667,0
LAKES REGION COMMUNITY COLLEGE,43.50745325,-71.46250071,0
LAKESHORE TECHNICAL COLLEGE,43.92477426,-87.75454032,0
LAKEVIEW COLLEGE OF NURSING,40.13854323,-87.64446309,0
LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,42.9723444,-82.42564819,0
LAMAR COMMUNITY COLLEGE,38.06958337,-102.6159979,0
LAMAR INSTITUTE OF TECHNOLOGY,30.04788474,-94.07712624,0
LAMAR STATE COLLEGE-ORANGE,30.09156139,-93.73212747,0
LAMAR STATE COLLEGE-PORT ARTHUR,29.880903,-93.925514,0
LAMAR UNIVERSITY,30.044274,-94.073389,0
LAMSON INSTITUTE,29.4814261,-98.6075044,0
LANCASTER BEAUTY SCHOOL,34.69487795,-118.147664,0
LANCASTER BIBLE COLLEGE,40.07366165,-76.28812409,0
LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,39.98481095,-76.26618575,0
LANCASTER SCHOOL OF COSMETOLOGY & THERAPEUTIC BODYWORK,40.0407461,-76.28364931,0
LANCASTER THEOLOGICAL SEMINARY,40.04576536,-76.3178925,0
LANDER UNIVERSITY,34.20114284,-82.16635126,0
LANDMARK COLLEGE,42.977172,-72.512549,0
LANE COLLEGE,35.62812127,-88.80676623,0
LANE COMMUNITY COLLEGE,44.01003742,-123.0335821,0
LANEY COLLEGE,37.79620522,-122.2624337,0
LANGSTON UNIVERSITY,35.943953,-97.260263,0
LANIER TECHNICAL COLLEGE,34.23581882,-83.86409403,0
LANSDALE SCHOOL OF BUSINESS,40.22378986,-75.28466155,0
LANSDALE SCHOOL OF COSMETOLOGY INC,40.24333795,-75.28616577,0
LANSING COMMUNITY COLLEGE,42.73894065,-84.55170117,0
LARAMIE COUNTY COMMUNITY COLLEGE,41.10387412,-104.7809732,0
LAREDO BEAUTY COLLEGE INC,27.52379641,-99.48080855,0
LAREDO CHI ACADEMY BEAUTY SCHOOL,27.57575502,-99.46700751,0
LAREDO COMMUNITY COLLEGE,27.506477,-99.520772,0
LARRY'S BARBER COLLEGE,41.70371111,-87.6432074,0
LAS POSITAS COLLEGE,37.71115061,-121.8011361,0
LASELL COLLEGE,42.3428174,-71.24425469,0
LASSEN COMMUNITY COLLEGE,40.431327,-120.631169,0
LATIN BEAUTY ACADEMY,26.64951,-80.143681,0
LAUREL BUSINESS INSTITUTE,39.90256932,-79.72496969,0
LAUREL TECHNICAL INSTITUTE-MEADVILLE,41.625983,-80.222378,0
LAUREL TECHNICAL INSTITUTE-SHARON,41.22893141,-80.51150267,0
LAURUS COLLEGE,35.26820003,-120.6695186,0
LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY-HANFORD,36.33339,-119.637351,0
LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY-SELMA,36.57030035,-119.6117533,0
LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,42.42579562,-71.11094618,0
LAWRENCE TECHNOLOGICAL UNIVERSITY,42.47407166,-83.2500299,0
LAWRENCE UNIVERSITY,44.261323,-88.397822,0
LAWSON STATE COMMUNITY COLLEGE-BIRMINGHAM CAMPUS,33.45167349,-86.89023356,0
LDS BUSINESS COLLEGE,40.77112988,-111.9001998,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS - ORLANDO,28.44071,-81.429571,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-ATLANTA,33.83934793,-84.23851852,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-AUSTIN,30.39359473,-97.7235082,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-CAMBRIDGE,42.36424934,-71.07867486,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-CHICAGO,41.89803706,-87.63836319,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-DALLAS,32.91171977,-96.87129033,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-LAS VEGAS,36.18806166,-115.312552,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-MIAMI,25.978457,-80.288087,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-MINNEAPOLIS,44.8659851,-93.16009511,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-PASADENA,34.14494092,-118.1391689,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-PORTLAND,45.52028855,-122.6815364,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-SACRAMENTO,38.6553617,-121.5211684,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-SAN FRANCISCO,37.76554447,-122.4033495,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-SCOTTSDALE,33.50254609,-111.9064698,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-SEATTLE,47.45122013,-122.2550401,0
LE CORDON BLEU COLLEGE OF CULINARY ARTS-ST LOUIS,38.80158845,-90.66012063,0
LE MOYNE COLLEGE,43.04876271,-76.08750673,0
LE MOYNE-OWEN COLLEGE,35.11864116,-90.03410093,0
LEARNET ACADEMY INC,34.06377795,-118.2931707,0
LEARNING BRIDGE CAREER INSTITUTE,29.598445,-90.74457,0
LEBANON COLLEGE OF COSMETOLOGY,37.70169,-92.667311,0
LEBANON COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,40.34156229,-76.39037617,0
LEBANON VALLEY COLLEGE,40.33173318,-76.51375283,0
LEE COLLEGE,29.73165433,-94.97672393,0
LEE PROFESSIONAL INSTITUTE,26.60401934,-81.85131961,0
LEE UNIVERSITY,35.16616609,-84.87001817,0
LEECH LAKE TRIBAL COLLEGE,47.39568587,-94.65156318,0
LEES-MCRAE COLLEGE,36.1624775,-81.87337051,0
LEGRAND INSTITUTE OF COSMETOLOGY INC,34.27161965,-80.60899606,0
LEHIGH CARBON COMMUNITY COLLEGE,40.66394617,-75.61193603,0
LEHIGH UNIVERSITY,40.6066257,-75.37709515,0
LEMELANGE ACADEMY OF HAIR,38.29820051,-122.2870096,0
LENAPE TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,40.767449,-79.521182,0
LENOIR COMMUNITY COLLEGE,35.234405,-77.571532,0
LENOIR-RHYNE UNIVERSITY,35.73996763,-81.32759783,0
LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,42.96026632,-78.75809762,0
LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER,43.0231995,-78.8741116,0
LEONS BEAUTY SCHOOL INC,36.05764611,-79.82279996,0
LESLEY UNIVERSITY,42.38046357,-71.11675469,0
LESTER E COX MEDICAL CENTER-SCHOOL OF MEDICAL TECHNOLOGY,37.1455035,-93.27984471,0
LESTON COLLEGE,18.407083,-66.165278,0
LETOURNEAU UNIVERSITY,32.46765824,-94.72726014,0
LEVITTOWN BEAUTY ACADEMY,40.177232,-74.829013,0
LEWIS & CLARK COLLEGE,45.45153924,-122.6703365,0
LEWIS AND CLARK COMMUNITY COLLEGE,38.95162377,-90.19440468,0
LEWIS UNIVERSITY,41.60543241,-88.07903224,0
LEWIS-CLARK STATE COLLEGE,46.41068643,-117.026904,0
LEX LA-RAY TECHNICAL CENTER,39.17420411,-93.86742004,0
LEXINGTON HEALING ARTS ACADEMY,38.01422313,-84.52256865,0
LEXINGTON THEOLOGICAL SEMINARY,37.996364,-84.526129,0
LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,40.76059801,-73.96964364,0
LIBERTY TECHNICAL COLLEGE,18.13437164,-66.1297063,0
LIBERTY UNIVERSITY,37.35034487,-79.17968842,0
LICEO DE ARTE Y TECNOLOGIA,18.42101289,-66.05642111,0
LICEO DE ARTE-DISE-O Y COMERCIO,18.23309966,-66.03406123,0
LIFE CHIROPRACTIC COLLEGE WEST,37.63809943,-122.1176192,0
LIFE PACIFIC COLLEGE,34.09870154,-117.8293801,0
LIFE UNIVERSITY,33.93210407,-84.51415614,0
LIL LOU'S BEAUTY AND BARBER COLLEGE LLC,41.53647388,-87.33595732,0
LIL LOU'S BEAUTY AND BARBER COLLEGE-PORTAGE,41.550093,-87.220751,0
LIM COLLEGE,40.75978611,-73.97531674,0
LIMESTONE COLLEGE,35.05565104,-81.64983237,0
LINCOLN CHRISTIAN UNIVERSITY,40.14782983,-89.34385256,0
LINCOLN COLLEGE,40.15678672,-89.36145173,0
LINCOLN COLLEGE OF NEW ENGLAND-SOUTHINGTON,41.63234535,-72.92021681,0
LINCOLN COLLEGE OF TECHNOLOGY-COLUMBIA,39.17431832,-76.83635841,0
LINCOLN COLLEGE OF TECHNOLOGY-DENVER,39.77651,-104.856171,0
LINCOLN COLLEGE OF TECHNOLOGY-GRAND PRAIRIE,32.70168364,-97.05639117,0
LINCOLN COLLEGE OF TECHNOLOGY-INDIANAPOLIS,39.88450325,-86.24627622,0
LINCOLN COLLEGE OF TECHNOLOGY-MARIETTA,33.90461863,-84.4839433,0
LINCOLN COLLEGE OF TECHNOLOGY-MELROSE PARK,41.90547795,-87.83198988,0
LINCOLN COLLEGE OF TECHNOLOGY-NASHVILLE,36.1943282,-86.74394874,0
LINCOLN COLLEGE OF TECHNOLOGY-WEST PALM BEACH,26.75603788,-80.09253048,0
LINCOLN LAND COMMUNITY COLLEGE,39.72121125,-89.61124873,0
LINCOLN LAW SCHOOL OF SACRAMENTO,38.57219,-121.464271,0
LINCOLN MEMORIAL UNIVERSITY,36.58011053,-83.65946698,0
LINCOLN TECHNICAL INSTITUTE-ALLENTOWN,40.59190826,-75.568979,0
LINCOLN TECHNICAL INSTITUTE-BROCKTON,42.09715065,-71.05464338,0
LINCOLN TECHNICAL INSTITUTE-CENTER CITY PHILADELPHIA,39.95584641,-75.19462769,0
LINCOLN TECHNICAL INSTITUTE-EAST WINDSOR,41.92424766,-72.59691455,0
LINCOLN TECHNICAL INSTITUTE-ISELIN,40.55937537,-74.30804149,0
LINCOLN TECHNICAL INSTITUTE-LINCOLN,41.93623411,-71.48077018,0
LINCOLN TECHNICAL INSTITUTE-LOWELL,42.62098728,-71.31831598,0
LINCOLN TECHNICAL INSTITUTE-MAHWAH,41.08377106,-74.1488458,0
LINCOLN TECHNICAL INSTITUTE-MOORESTOWN,39.9485,-74.955976,0
LINCOLN TECHNICAL INSTITUTE-NEW BRITAIN,41.65923561,-72.75449758,0
LINCOLN TECHNICAL INSTITUTE-NORTHEAST PHILADELPHIA,40.11110594,-74.99602549,0
LINCOLN TECHNICAL INSTITUTE-PARAMUS,40.91514641,-74.05770582,0
LINCOLN TECHNICAL INSTITUTE-PHILADELPHIA,40.04954774,-74.99968598,0
LINCOLN TECHNICAL INSTITUTE-SHELTON,41.27197417,-73.13201752,0
LINCOLN TECHNICAL INSTITUTE-SOMERVILLE,42.39169287,-71.0821057,0
LINCOLN TECHNICAL INSTITUTE-SOUTH PLAINFIELD,40.55206785,-74.41992578,0
LINCOLN TECHNICAL INSTITUTE-UNION,40.70561483,-74.27563018,0
LINCOLN TECHNICAL INSTITUTE-WHITESTONE,40.784113,-73.82885,0
LINCOLN TRAIL COLLEGE,39.01957975,-87.68900104,0
LINCOLN UNIVERSITY,39.80772498,-75.92827323,0
LINCOLN UNIVERSITY-JEFFERSON CITY,38.56475173,-92.1683806,0
LINCOLN UNIVERSITY-OAKLAND,37.80478781,-122.2697449,0
LINDENWOOD UNIVERSITY,38.78667934,-90.50171756,0
LINDSEY HOPKINS TECHNICAL COLLEGE,25.79467552,-80.20815441,0
LINDSEY INSTITUTE OF COSMETOLOGY,36.94740976,-86.42215219,0
LINDSEY WILSON COLLEGE,37.10260446,-85.29850014,0
LINFIELD COLLEGE-MCMINNVILLE CAMPUS,45.20133319,-123.200464,0
LINFIELD COLLEGE-ONLINE AND CONTINUING EDUCATION,45.20133554,-123.20045,0
LINFIELD COLLEGE-SCHOOL OF NURSING,45.53152906,-122.6973454,0
LINN-BENTON COMMUNITY COLLEGE,44.58766268,-123.1140302,0
LIPSCOMB UNIVERSITY,36.10468951,-86.79930375,0
LITTLE BIG HORN COLLEGE,45.603777,-107.455418,0
LITTLE PRIEST TRIBAL COLLEGE,42.232399,-96.470766,0
LITTLE PRIEST TRIBAL COLLEGE - HO CHUNK CENTRE,42.49382078,-96.40228426,0
LIU BRENTWOOD,40.799667,-73.269771,0
LIU BROOKLYN,40.690134,-73.980872,0
LIU HUDSON AT ROCKLAND,41.036648,-73.931178,0
LIU HUDSON AT WESTCHESTER,41.048648,-73.705238,0
LIU POST,40.82071395,-73.59367827,0
LIU RIVERHEAD,40.87614322,-72.69910028,0
LIU-UNIVERSITY CENTER CAMPUS,40.82045751,-73.59695646,0
LIVELY TECHNICAL CENTER,30.44853363,-84.33905672,0
LIVING ARTS COLLEGE,35.94289163,-78.55572586,0
LIVINGSTONE COLLEGE,35.67032705,-80.48344723,0
LOCK HAVEN UNIVERSITY,41.14177483,-77.4622663,0
LOGAN UNIVERSITY,38.63133028,-90.54233254,0
LOMA LINDA UNIVERSITY,34.051536,-117.263568,0
LONE STAR COLLEGE SYSTEM,30.187356,-95.488122,0
LONG BEACH CITY COLLEGE,33.83174135,-118.1358193,0
LONG ISLAND BARBER INSTITUTE,40.6997348,-73.61526812,0
LONG ISLAND BEAUTY SCHOOL-HAUPPAUGE,40.82729294,-73.20172232,0
LONG ISLAND BEAUTY SCHOOL-HEMPSTEAD,40.70780144,-73.62941361,0
LONG ISLAND BUSINESS INSTITUTE,40.7602356,-73.82945684,0
LONG ISLAND NAIL & SKIN CARE INSTITUTE,40.72590488,-73.49901047,0
LONGWOOD UNIVERSITY,37.3010732,-78.39578855,0
LONGY SCHOOL OF MUSIC OF BARD COLLEGE,42.37854563,-71.12334618,0
LORAIN COUNTY COMMUNITY COLLEGE,41.41227311,-82.07293777,0
LORAIN COUNTY JOINT VOCATIONAL SCHOOL DISTRICT,41.26218234,-82.21385191,0
LORAINES ACADEMY & SPA,27.78304994,-82.71383737,0
LORAS COLLEGE,42.50390806,-90.67902273,0
LORD FAIRFAX COMMUNITY COLLEGE,39.03600111,-78.26732474,0
LORENZO WALKER TECHNICAL COLLEGE,26.14114076,-81.76356817,0
LOS ANGELES ACADEMY OF FIGURATIVE ART,34.20822955,-118.50205,0
